mid,tid,nama_merchant,peruntukkan,jenis,kanwil_no_rek,uker_no_rek,no_rek,cur_balance,kanwil_pemrakarsa,kanwil_nama_pemrakarsa,uker_pemrakarsa,uker_nama_pemrakarsa,user_pemrakarsa,kanwil_implementor,kanwil_nama_implementor,uker_implementor,uker_nama_implementor,group_code,group_name,sub_group_code,sub_group_name,last_available,status_available,last_utility,status_utility,last_transactional,status_transactional,is_mms,is_md_mms,longitude,latitude,sn_edc,merk_edc,versi_app,versi_app_mapped,status_reliability_pemrakarsa,status_reliability_implementor,alamat_merchant,kelurahan,kecamatan,kabupaten,provinsi,kodepos,pic,telp,tgl_pasang,last_pm_date,amt
001999346511,10584928,"TOKO MAS SELEKTA",MERCHANT,"FMS RITEL",X,5509,55090101XXXXXX,25746971.60,X,"KANWIL PEKANBARU",666,"KC Perawang","00301469|IRNA SOFYANI S",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI","2025-09-24 11:21:43",3,"2025-09-24 11:21:43",3,"2025-09-05 14:32:05",4,1,1,,,,,,,,,"RT 004 RK 002 KAMPUNG LUBUK DA","DS/KEL LAINNYA","KERINCI KANAN","SIAK KAB.",RIAU,28655,SYAFRIZAL,082289286892/08228XXXXXX,,"2025-09-24 11:20:30",6
001999346515,10584932,"JONNY PONSEL",MERCHANT,"FMS RITEL",X,175,01750106XXXXXX,,X,"KANWIL PEKANBARU",175,"KC Tembilahan","00336979|ROY ARIANDO SARAGIH",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-10-02 03:31:28",1,"2025-10-01 12:38:35",2,"2025-10-01 12:38:35",2,1,1,,,,,,,,,"JALAN SULTAN SYARIF QASSIM","TEMBILAHAN KOTA KEL",TEMBILAHAN,"INDRAGIRI HILIR KAB.",RIAU,29212,ALLATIEF,08225XXXXXX,,"2025-09-25 15:07:57",6
001999346517,10584934,"999 MINI SWALAYAN ARENGKA",MERCHANT,"FMS RITEL",X,2115,21150100XXXXXX,,X,"KANWIL PEKANBARU",170,"KC Pekanbaru Sudirman","00217220|DEWI LESTARI",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI","2025-10-01 21:21:26",2,"2025-10-01 21:20:51",2,"2025-10-01 21:20:51",2,1,1,,,,,,,,,"JL SOEKARNO HATTA","SIDOMULYO KEL",TAMPAN,"PEKANBARU KOT.",RIAU,28294,"HENDRAWAN PRIYANTO",08535XXXXXX,,"2025-09-24 16:31:36",6
001999346519,10584936,"SUPER 21 RESTO",MERCHANT,"FMS RITEL",X,159,01590107XXXXXX,,X,"KANWIL PEKANBARU",159,"KC Dumai","00299393|OKTAVIANTI YULIANDARI ",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI","2025-10-01 23:56:11",2,"2025-10-01 23:54:49",2,"2025-10-01 23:54:49",2,1,1,,,,,,,,,"JL. SULTAN HASANUDDIN","DUMAI KOTA KEL","DUMAI TIMUR","DUMAI KOT.",RIAU,28811,"OKTAVIANTI YULIANDARI/ANTONI",08127XXXXXX,,"2025-09-14 16:43:53",6
001999346524,10584941,"VB DURI SUDIRMAN",MERCHANT,"FMS RITEL",X,170,01700100XXXXXX,,X,"KANWIL PEKANBARU",170,"KC Pekanbaru Sudirman","00189155|DEDDY CHANDRA DINATA",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI","2025-09-30 07:59:02",2,"2025-09-29 18:03:47",2,"2025-09-29 18:03:47",2,1,1,,,,,,,,,"JL JEND SUDIRMAN NO 47","DS/KEL LAINNYA",MANDAU,"BENGKALIS KAB.",RIAU,28784,"ANDRIE DJAJA",081XXXXXX,,"2025-09-05 14:42:42",6
001999346525,10584942,"VB DUMAI SUKAJADI",MERCHANT,"FMS RITEL",X,170,01700100XXXXXX,,X,"KANWIL PEKANBARU",170,"KC Pekanbaru Sudirman","00189155|DEDDY CHANDRA DINATA",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI","2025-10-01 20:44:37",2,"2025-10-01 20:44:37",2,"2025-09-30 20:49:41",2,1,1,,,,,,,,,"JL DIPONEGORO NO 99 SUKAJADI","SUKAJADI KEL","DUMAI TIMUR","DUMAI KOT.",RIAU,28812,"ANDRIE DJAJA",0811XXXXXX,,"2025-09-10 11:48:27",6
001999346526,10584943,"TOKO SENTOSA JAYA",MERCHANT,"FMS RITEL",X,666,06660100XXXXXX,,X,"KANWIL PEKANBARU",666,"KC Perawang","00286667|FAJAR EL FAHD",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI","2025-09-30 10:57:42",2,"2025-09-30 10:57:42",2,"2024-10-25 18:55:02",5,1,1,,,,,,,,,"JL. INDAH KASIH NO. 70","DS/KEL LAINNYA",TUALANG,"SIAK KAB.",RIAU,28653,"ROSALIND MARIANNE",0898XXXXXX,,"2025-09-24 14:19:46",6
001999346527,10584944,"PADUSSY CO",MERCHANT,"FMS RITEL",X,1079,10790100XXXXXX,,X,"KANWIL PEKANBARU",1079,"KC Pekanbaru Lancang Kuning","00177624|FIRMAN KURNIAWAN",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI","2025-10-01 21:49:40",2,"2025-10-01 21:49:40",2,"2025-10-01 20:41:17",2,1,1,,,,,,,,,"JL BAKTI NO 5 SIDOMULYO","SIDOMULYO KEL",TAMPAN,"PEKANBARU KOT.",RIAU,28294,"JUMADIL KHOIRI",082289523213/08224XXXXXX,2024-08-26,"2025-09-21 17:46:54",6
001999348804,10588581,"CHANGFONG PONSEL",MERCHANT,"FMS RITEL",X,666,06660100XXXXXX,,X,"KANWIL PEKANBARU",666,"KC Perawang","00301469|IRNA SOFYANI S",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI","2025-09-26 12:40:58",2,"2025-09-24 13:39:57",3,"2025-05-25 12:30:26",5,1,1,,,,,,,,,"JL RAYA KM 7","DS/KEL LAINNYA",TUALANG,"SIAK KAB.",RIAU,28653,"ROBINSEN SUSANTO",081266670128/08126XXXXXX,,"2025-09-24 13:39:17",6
001999348812,10588589,"PT PUTRA ADITYA NUGRAHA",MERCHANT,"FMS RITEL",X,696,06960100XXXXXX,,X,"KANWIL PEKANBARU",170,"KC Pekanbaru Sudirman","00323448|ANDRE REZA ",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-09-30 15:59:14",2,"2025-09-16 22:36:39",4,"2025-09-16 22:36:39",4,1,1,,,,,,,,,"JL TEGAL SARI I NO 12","UMBANSARI KEL",RUMBAI,"PEKANBARU KOT.",RIAU,28265,"EDWIN ADITYA NUGRAHA",08536XXXXXX,,"2025-09-08 15:06:23",6
001999348818,10588595,"HL PONSEL",MERCHANT,"FMS RITEL",X,1619,16190100XXXXXX,,X,"KANWIL PEKANBARU",170,"KC Pekanbaru Sudirman","00286466|LIA HANDAYANI",X,"KANWIL PEKANBARU",PVS,"PT.PRIMA VISTA SOLUSI",X,"KANWIL PEKANBARU",PVS,"PT.PRIMA VISTA SOLUSI","2025-09-30 06:23:08",2,"2025-09-29 17:54:38",2,"2025-09-29 17:54:38",2,1,1,,,,,,,,,"JL. KARTIKA SARI","UMBANSARI KEL",RUMBAI,"PEKANBARU KOT.",RIAU,28265,"LILY DIANA",08137XXXXXX,,"2025-09-04 11:31:37",6
001999348824,10588601,"DR ADELINA RINJANI",MERCHANT,"FMS RITEL",X,2087,20870100XXXXXX,,X,"KANWIL PEKANBARU",170,"KC Pekanbaru Sudirman","00339965|JONI PRANATA",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI","2025-10-01 19:06:32",2,"2025-10-01 19:06:32",2,"2025-10-01 19:06:32",2,1,1,,,,,,,,,"JL. INPRES RUKO NO. 101 A","SIDOMULYO KEL",TAMPAN,"PEKANBARU KOT.",RIAU,28294,"ADELINA RINJANI",081275530339/08127XXXXXX,,"2025-09-25 16:20:25",6
001999348825,10588602,"TOKO MAS CANTIK GAMBIR",MERCHANT,"FMS RITEL",X,2147,21470102XXXXXX,,X,"KANWIL PEKANBARU",174,"KC Tanjung Pinang","00327986|YULITA SUKMA WULANDARI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-10-01 05:01:45",2,"2025-09-23 17:02:02",3,"2025-09-23 17:02:02",3,1,1,,,,,,,,,"JL LORONG GAMBIR NO 11 PASAR B","TANJUNG PINANG TIMUR KEL.","TANJUNG PINANG BARAT","TANJUNG PINANG KOT.","KEPULAUAN RIAU",29122,"MUHAMMAD QADAFI",08127782571/0812XXXXXX,,"2025-09-19 15:11:46",6
001999348827,10588604,"TOKO MAS CANTIK NEW 2",MERCHANT,"FMS RITEL",X,2147,21470100XXXXXX,,X,"KANWIL PEKANBARU",174,"KC Tanjung Pinang","00327986|YULITA SUKMA WULANDARI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-10-01 13:36:25",2,"2025-10-01 13:35:46",2,"2025-10-01 13:35:46",2,1,1,,,,,,,,,"JL DI PANJAITAN KM 9 NO 22","TANJUNG PINANG TIMUR KEL.","TANJUNG PINANG BARAT","TANJUNG PINANG KOT.","KEPULAUAN RIAU",29122,"RENDY SAPUTRA",081270201171/08127XXXXXX,,"2025-09-09 11:31:54",6
001999348831,10588608,"TOKO DEXTRA BANGUNAN",MERCHANT,"FMS RITEL",X,2087,20870100XXXXXX,,X,"KANWIL PEKANBARU",170,"KC Pekanbaru Sudirman","00339965|JONI PRANATA",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-09-30 21:18:43",2,"2025-09-19 17:00:26",3,"2025-09-12 17:38:18",4,1,1,,,,,,,,,"JL KUBANG RAYA","DS/KEL LAINNYA",TAMBANG,"KAMPAR KAB.",RIAU,28462,"MUHAMMAD RIADI",085238200957/08523XXXXXX,,"2025-09-19 17:00:26",6
001999349597,10589695,"TOKO BINTANG HARMONY",MERCHANT,"FMS RITEL",X,189,01890102XXXXXX,,X,"KANWIL PEKANBARU",189,"KC Bengkalis","00333859|ZULKIFLI ",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-10-02 04:01:07",1,"2025-10-01 12:41:31",2,"2025-09-30 07:35:14",2,1,1,,,,,,,,,"JL. KELAPAPATI TENGAH, DAMON","DAMON KEL",BENGKALIS,"BENGKALIS KOT.",RIAU,28713,ZULKIFLI,085381558819/08538XXXXXX,,"2025-10-01 12:38:53",6
001999349603,10589701,"RH BOUTIQUE",MERCHANT,"FMS RITEL",X,1571,15710100XXXXXX,92221421.00,X,"KANWIL PEKANBARU",170,"KC Pekanbaru Sudirman","00339965|JONI PRANATA",X,"KANWIL PEKANBARU",PVS,"PT.PRIMA VISTA SOLUSI",X,"KANWIL PEKANBARU",PVS,"PT.PRIMA VISTA SOLUSI","2025-09-24 04:01:09",3,"2025-09-17 14:11:17",3,"2025-09-17 14:11:17",3,1,1,,,,,,,,,"MALL PEKANBARU LT 1","KOTA TINGGI KEL","PEKANBARU KOTA","PEKANBARU KOT.",RIAU,28112,RENITA,08228XXXXXX,,"2025-09-04 14:23:21",6
001999349783,10589911,"ANUGRAH STATIONERY 2",MERCHANT,"FMS RITEL",X,5439,54390102XXXXXX,,X,"KANWIL PEKANBARU",159,"KC Dumai","00359345|DWI ANGGARAINI",X,"KANWIL PEKANBARU",PVS,"PT.PRIMA VISTA SOLUSI",X,"KANWIL PEKANBARU",PVS,"PT.PRIMA VISTA SOLUSI","2025-09-29 11:52:34",2,"2025-09-29 11:52:34",2,"2025-09-29 11:52:34",2,1,1,,,,,,,,,"BTN BUKIT KAPUR INDAH BLOK A1","PURNAMA KEL","DUMAI BARAT","DUMAI KOT.",RIAU,28823,"DWI ANGGRAINI",0812XXXXXX,,"2025-09-04 16:49:23",6
001999349784,10589912,"WAREH SIMP 3",MERCHANT,"FMS RITEL",X,1774,17740100XXXXXX,,X,"KANWIL PEKANBARU",170,"KC Pekanbaru Sudirman","00111630|DEFI SRYANTI",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI","2025-10-01 22:55:48",2,"2025-10-01 22:49:09",2,"2025-10-01 22:49:09",2,1,1,,,,,,,,,"JL KH NASUTION","SIMPANG TIGA KEL","BUKIT RAYA","PEKANBARU KOT.",RIAU,28284,AFRIZAL,08117599880/0812XXXXXX,,"2025-09-30 20:24:42",6
001999349785,10589913,"ORI SWALAYAN KUBANG",MERCHANT,"FMS RITEL",X,2115,21150100XXXXXX,,X,"KANWIL PEKANBARU",170,"KC Pekanbaru Sudirman","00217220|DEWI LESTARI",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI","2025-10-01 20:38:01",2,"2025-10-01 20:36:37",2,"2025-10-01 20:36:37",2,1,1,,,,,,,,,"JL KUBANG RAYA","DS/KEL LAINNYA","SIAK HULU","KAMPAR KAB.",RIAU,28452,"HENDRAWAN PRIYANTO",08535XXXXXX,,"2025-09-23 11:55:23",6
001999349797,10589925,"KALEA SPA",MERCHANT,"FMS RITEL",X,1516,15160100XXXXXX,,X,"KANWIL PEKANBARU",331,"KC Batam Nagoya","00336981|IVO KURNIA FITRI",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI","2025-09-20 18:56:36",3,"2025-09-16 19:15:49",4,"2025-09-16 19:15:49",4,1,1,,,,,,,,,"RUKO PALM SPRING BLOKD 1","LUBUK BAJA KOTA KEL.","LUBUK BAJA","BATAM KOT.","KEPULAUAN RIAU",29444,"FIONA IRENE WIJAYA",08127067088/0812XXXXXX,,"2025-09-11 15:34:24",6
001999349825,10589960,"RM BAREH SOLOK",MERCHANT,"FMS RITEL",X,268,02680109XXXXXX,,X,"KANWIL PEKANBARU",268,"KC Bangkinang","00339999|KAMILA ARRIFAH",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI","2025-09-30 14:20:03",2,"2025-09-08 14:43:10",4,"2025-04-19 15:19:32",5,1,1,,,,,,,,,"JL. PROF M. YAMIN BANGKINANG","LANGGINI KEL",BANGKINANG,"KAMPAR KAB.",RIAU,28412,"KAMILA ARRIFAH",081344012140/08134XXXXXX,,"2025-09-08 14:41:24",6
001999349845,10589981,"BESTIEWEAR DAILY",MERCHANT,"FMS RITEL",X,560,05600100XXXXXX,,X,"KANWIL PEKANBARU",1079,"KC Pekanbaru Lancang Kuning",,X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI","2025-09-30 13:23:39",2,"2025-09-13 16:06:59",4,"2025-04-21 17:11:38",5,1,1,,,,,,,,,"JL RASAMALA NO 469 PEKANBARU","TANGKERANG BARAT KEL","BUKIT RAYA","PEKANBARU KOT.",RIAU,28282,"ADE ADITIA ARMI",082385978523/08238XXXXXX,2023-10-02,"2025-09-13 16:06:21",6
001999349850,10589986,"SS VANIA SUDIRMAN",MERCHANT,"FMS RITEL",X,1079,10790100XXXXXX,,X,"KANWIL PEKANBARU",1079,"KC Pekanbaru Lancang Kuning","00333669|NANDA SURYA ",X,"KANWIL PEKANBARU",PVS,"PT.PRIMA VISTA SOLUSI",X,"KANWIL PEKANBARU",PVS,"PT.PRIMA VISTA SOLUSI","2025-10-02 02:55:03",1,"2025-10-01 14:22:58",2,"2025-10-01 14:22:58",2,1,1,,,,,,,,,"JL JENDRAL SUDIRMAN","TANGKERANG TENGAH KEL","BUKIT RAYA","PEKANBARU KOT.",RIAU,28282,SULISTIWANINGSIH,08527XXXXXX,,"2025-09-05 10:27:20",6
001999349858,10589994,"SRC POJOK HEMAT",MERCHANT,"FMS RITEL",X,189,01890103XXXXXX,,X,"KANWIL PEKANBARU",189,"KC Bengkalis","00343382|NORMA ADHELLA",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI","2025-09-21 20:34:33",3,"2025-09-07 13:25:17",4,"2025-08-21 15:21:10",5,1,1,,,,,,,,,"JL. KELAPAPATI TENGAH","DAMON KEL",BENGKALIS,"BENGKALIS KOT.",RIAU,28713,"AMIN PANGESTU",081372735885/08137XXXXXX,2023-10-02,"2025-09-07 13:25:17",6
001999349859,10589995,"RE BEAUTY CLINIC",MERCHANT,"FMS RITEL",X,696,06960104XXXXXX,,X,"KANWIL PEKANBARU",696,"KC Pekanbaru Tuanku Tambusai","00334114|GHAZY GUSTIANNISA W",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI","2025-09-30 13:17:30",2,"2025-09-12 16:51:15",4,"2025-07-08 14:01:17",5,1,1,,,,,,,,,"JL. PARIT INDAH NO 171E","TANGKERANG TENGAH KEL","BUKIT RAYA","PEKANBARU KOT.",RIAU,28282,"EVAN DARLIN SIHITE",08521XXXXXX,2023-09-29,"2025-09-12 16:50:12",6
001999349864,10590000,"WARUNG SATE KENDAL HJ WARTI",MERCHANT,"FMS RITEL",X,621,06210107XXXXXX,,X,"KANWIL PEKANBARU",621,"KC Batam Center","00283711|PONCO RINALDO ",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-10-02 03:31:25",1,"2025-09-25 16:48:47",2,"2025-09-25 16:48:47",2,1,1,,,,,,,,,"RUKO SUMMER LAND BLOK A2 NO 17-18","BATU BESAR KEL.",NONGSA,"BATAM KOT.","KEPULAUAN RIAU",29466,MULYADI,08117011556/0811XXXXXX,,"2025-08-21 16:17:10",6
001999349868,10590004,"PONDK IKAN BKR SINAR MUDA",MERCHANT,"FMS RITEL",X,3544,35440104XXXXXX,,X,"KANWIL PEKANBARU",696,"KC Pekanbaru Tuanku Tambusai","00282365|FITRATUL FAJRI",X,"KANWIL PEKANBARU",PVS,"PT.PRIMA VISTA SOLUSI",X,"KANWIL PEKANBARU",PVS,"PT.PRIMA VISTA SOLUSI","2025-09-30 16:01:50",2,"2025-09-22 11:51:42",3,"2025-08-21 16:50:36",5,1,1,,,,,,,,,"JL SOEKARNO-HATA ATAS SDOMULYO","SIDOMULYO KEL",TAMPAN,"PEKANBARU KOT.",RIAU,28294,"M NAZIR",08526XXXXXX,,"2025-09-22 11:51:42",6
001999349872,10590008,"PSR BUAH SUDIRMAN 1 PKU",MERCHANT,"FMS RITEL",X,1079,10790100XXXXXX,253431918.00,X,"KANWIL PEKANBARU",1079,"KC Pekanbaru Lancang Kuning","00178111|ONGKY HARYOBINAGUN",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI","2025-10-01 20:44:44",2,"2025-10-01 20:44:44",2,"2025-10-01 20:44:44",2,1,1,,,,,,,,,"JL SUDIRMAN","SIMPANG EMPAT KEL","PEKANBARU KOTA","PEKANBARU KOT.",RIAU,28116,"RENNY SUTOPO",08117574243/0811XXXXXX,,"2025-09-05 14:39:43",6
001999349874,10590010,"PSR BUAH SUDIRMAN 2 PKU",MERCHANT,"FMS RITEL",X,1079,10790100XXXXXX,253431918.00,X,"KANWIL PEKANBARU",1079,"KC Pekanbaru Lancang Kuning","00178111|ONGKY HARYOBINAGUN",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI","2025-10-01 20:22:34",2,"2025-10-01 20:22:34",2,"2025-10-01 20:22:34",2,1,1,,,,,,,,,"JL SUDIRMAN","SIMPANG EMPAT KEL","PEKANBARU KOTA","PEKANBARU KOT.",RIAU,28116,"RENNY SUTOPO",08117574243/0811XXXXXX,,"2025-09-05 15:04:49",6
001999349875,10590011,"PSR BUAH SUDIRMAN 3 PKU",MERCHANT,"FMS RITEL",X,1079,10790100XXXXXX,253431918.00,X,"KANWIL PEKANBARU",1079,"KC Pekanbaru Lancang Kuning","00178111|ONGKY HARYOBINAGUN",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI","2025-10-01 20:33:25",2,"2025-10-01 20:33:25",2,"2025-10-01 17:29:27",2,1,1,,,,,,,,,"JL SUDIRMAN","SIMPANG EMPAT KEL","PEKANBARU KOTA","PEKANBARU KOT.",RIAU,28116,"RENNY SUTOPO",08117574243/0811XXXXXX,,"2025-09-05 15:28:53",6
001999349878,10590015,"PSR BUAH SUDIRMAN 4 PKU",MERCHANT,"FMS RITEL",X,1079,10790100XXXXXX,253431918.00,X,"KANWIL PEKANBARU",1079,"KC Pekanbaru Lancang Kuning","00178111|ONGKY HARYOBINAGUN",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI","2025-10-01 09:00:34",2,"2025-09-29 21:21:59",2,"2025-09-29 21:21:59",2,1,1,,,,,,,,,"JL SUDIRMAN","SIMPANG EMPAT KEL","PEKANBARU KOTA","PEKANBARU KOT.",RIAU,28116,"RENNY SUTOPO",08117574243/0811XXXXXX,,"2025-09-05 14:48:10",6
001999349880,10590017,"PSR BUAH SUDIRMAN 5 PKU",MERCHANT,"FMS RITEL",X,1079,10790100XXXXXX,253431918.00,X,"KANWIL PEKANBARU",1079,"KC Pekanbaru Lancang Kuning","00178111|ONGKY HARYOBINAGUN",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI","2025-10-01 11:52:04",2,"2025-09-30 12:58:00",2,"2025-09-30 12:58:00",2,1,1,,,,,,,,,"JL SUDIRMAN","SIMPANG EMPAT KEL","PEKANBARU KOTA","PEKANBARU KOT.",RIAU,28116,"RENNY SUTOPO",08117574243/0811XXXXXX,,"2025-09-05 14:57:46",6
001999349884,10590022,"PSR BUAH SUDIRMAN 7 PKU",MERCHANT,"FMS RITEL",X,1079,10790100XXXXXX,253431918.00,X,"KANWIL PEKANBARU",1079,"KC Pekanbaru Lancang Kuning","00178111|ONGKY HARYOBINAGUN",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI","2025-10-01 15:24:51",2,"2025-10-01 14:36:35",2,"2025-10-01 14:36:35",2,1,1,,,,,,,,,"JL SUDIRMAN","SIMPANG EMPAT KEL","PEKANBARU KOTA","PEKANBARU KOT.",RIAU,28116,"RENNY SUTOPO",08117574243/0811XXXXXX,,"2025-09-05 14:17:20",6
001999349885,10590024,"PSR BUAH SUDIRMAN 8 PKU",MERCHANT,"FMS RITEL",X,1079,10790100XXXXXX,253431918.00,X,"KANWIL PEKANBARU",1079,"KC Pekanbaru Lancang Kuning","00178111|ONGKY HARYOBINAGUN",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI","2025-10-01 20:30:16",2,"2025-10-01 17:41:39",2,"2025-10-01 17:41:39",2,1,1,,,,,,,,,"JL SUDIRMAN","SIMPANG EMPAT KEL","PEKANBARU KOTA","PEKANBARU KOT.",RIAU,28116,"RENNY SUTOPO",08117574243/0811XXXXXX,,"2025-09-05 15:07:08",6
001999349891,10590033,"PSR BUAH SUDIRMAN 6 PKU",MERCHANT,"FMS RITEL",X,1079,10790100XXXXXX,253431918.00,X,"KANWIL PEKANBARU",1079,"KC Pekanbaru Lancang Kuning","00178111|ONGKY HARYOBINAGUN",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI","2025-10-01 21:35:08",2,"2025-10-01 21:35:08",2,"2025-10-01 21:35:08",2,1,1,,,,,,,,,"JL SUDIRMAN","SIMPANG EMPAT KEL","PEKANBARU KOTA","PEKANBARU KOT.",RIAU,28116,"RENNY SUTOPO",08117574243/0811XXXXXX,,"2025-09-05 14:10:58",6
001999349893,10590035,"PSR BUAH SUDIRMAN 9 PKU",MERCHANT,"FMS RITEL",X,1079,10790100XXXXXX,253431918.00,X,"KANWIL PEKANBARU",1079,"KC Pekanbaru Lancang Kuning","00178111|ONGKY HARYOBINAGUN",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI","2025-10-01 14:09:19",2,"2025-09-30 12:06:58",2,"2025-09-30 12:06:58",2,1,1,,,,,,,,,"JL SUDIRMAN","SIMPANG EMPAT KEL","PEKANBARU KOTA","PEKANBARU KOT.",RIAU,28116,"RENNY SUTOPO",08117574243/0811XXXXXX,,"2025-09-05 14:30:29",6
001999349907,10590049,"SUNKIST CELL",MERCHANT,"FMS RITEL",X,159,01590159XXXXXX,,X,"KANWIL PEKANBARU",159,"KC Dumai","00359345|DWI ANGGARAINI",X,"KANWIL PEKANBARU",PVS,"PT.PRIMA VISTA SOLUSI",X,"KANWIL PEKANBARU",PVS,"PT.PRIMA VISTA SOLUSI","2025-10-02 04:01:11",1,"2025-09-22 09:47:13",3,"2025-09-22 09:47:13",3,1,1,,,,,,,,,"JL MAMPU JAYA LUBUK GAUNG","LUBUK GAUNG KEL","SEI SEMBILAN","DUMAI KOT.",RIAU,28831,"DWI ANGGRAINI",08228XXXXXX,2023-10-02,"2025-09-10 11:12:54",6
